,0,1,2,3,4,5,6,7,8,9,10,11
EE_2009,28.1134767025,27.6196031746,25.1956129032,61.922,38.4841935484,29.1872888889,24.9436200717,20.448,19.9113851852,22.0219354839,19.8423919192,33.4809384164
EE_2010,19.8984727328,9.28512843666,21.3140177115,33.8249006289,20.6732772368,15.9299810063,13.8174947048,11.3549785758,13.8888949686,18.3137536823,22.2799462893,12.881030493
EE_2011,15.9753811321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EE_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR_2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR_2009,95.2661819556,135.877672433,95.8659934476,140.316198958,104.721707661,89.2733265625,94.9282222782,65.3806451613,68.8976046875,49.7223251008,62.9112026042,111.650381048
HR_2010,145.979965694,105.273672902,134.358614951,105.58628836,108.385622632,129.315664021,61.9954270354,55.9352309268,114.831656614,103.769443932,128.274398413,187.230490527
HR_2011,97.7396210317,58.8636802455,68.2645579637,57.6359401042,53.9739354839,80.0509546875,51.3849961998,48.8459231951,40.6450063492,49.8812616487,41.5298957672,51.5208509985
HR_2012,39.4067755696,35.6197575431,54.0560196573,65.1028505208,86.2990100806,72.2532963542,71.6993709677,51.6321754032,67.2242776042,81.750421795,148.814632746,127.40784603
TR_2008,9.66193548387,13.7382327586,44.1797465438,20.6965619048,13.1082626728,10.8534208333,25.3186290323,5.30188306452,2.52935833333,4.71382488479,5.56005238095,8.8123640553
TR_2009,33.3218479263,53.4018526786,52.7821209677,50.7867708333,27.6305887097,18.6400041667,32.3900552995,20.8283963134,9.44645714286,11.0331039426,14.8091296296,24.5725017921
TR_2010,22.9304444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TR_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK_2008,110.836287286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI_2008,30.5203020528,22.8785005225,36.5535327468,57.7282161616,39.0807898338,43.0575161616,32.3177204301,27.1881290323,15.1319919192,22.0672238514,40.2128818182,90.4943245357
SI_2009,39.6879667644,55.2437110389,46.691485826,65.5133626263,40.2965347018,37.9886747475,37.4610772239,20.6587214076,27.4270343434,18.7138592375,30.6972888889,79.3527781036
SI_2010,19.1641497543,23.9835565279,22.2565594958,18.2005375276,24.4023843196,18.5189699779,9.54569900458,12.5033955857,43.5014180318,24.0841186328,37.6095990905,45.6195992309
SI_2011,20.2795495893,10.3679037267,18.7585043078,12.0524966874,12.3267739932,21.32063147,12.2929784324,11.3191547811,9.51763297749,18.0808189504,10.1067259589,15.0713199997
SI_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES_2008,14.473525,30.842125,50.4050731707,42.6471219512,70.3865238095,38.2940243902,28.0985121951,25.9421538462,17.6516052632,13.7763055556,11.9434722222,11.5134571429
ES_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ES_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ_2008,122.54,128.64,203.16,152.7,107.04,65.4,52.52,49.1,46.02,61.54,55.8,65.12
CZ_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZ_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CY_2008,0.0245967741935,0.0507025862069,0.0359314516129,0.016225,0.00664112903226,0.00357916666667,0.000814516129032,0.0,0.0,0.00474193548387,0.00721481481482,0.0258709677419
CY_2009,0.0877777777778,0.299734126984,0.35494265233,0.213407407407,0.0857204301075,0.0198074074074,0.00720788530466,0.00429390681004,0.0294555555555,0.425219470046,0.471441666667,0.297971774194
CY_2010,0.0772903225806,0.0279330357143,0.0195322580645,0.00624583333333,0.00162903225806,0.0005,0.061189516129,0.0736733870968,0.129733333333,0.101129032258,0.0292083333333,0.0192701612903
CY_2011,0.00119758064516,0.000129464285714,0.000149193548387,1.23570222222,1.19182365591,0.691202222222,0.251735483871,0.154070967742,0.06968,0.0343376344086,0.0213422222222,0.0194511111111
CY_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IS_2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IS_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IS_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IS_2011,110.468351254,96.3958333333,103.702401434,135.881888889,160.372258065,125.989962963,141.600358423,159.79390681,127.44337037,121.509784946,124.008925926,98.1648028674
IS_2012,102.068100358,123.827586207,130.474551971,115.07562963,127.113978495,132.930851852,159.311146953,187.12437276,128.21062963,95.8027956989,87.9148148148,89.0946236559
CH_2008,102.210017473,81.2171609196,108.859810484,161.993369444,174.424814516,202.650688889,193.224571236,163.689357527,162.681616667,96.0672755376,105.392948611,93.6781048387
CH_2009,80.4798759305,77.5369148352,113.017579405,147.650385897,156.95505335,171.597769231,179.041848635,136.836632754,83.2350448718,64.9352754342,81.2793333333,113.741011166
CH_2010,94.4124280398,82.2316195055,90.8237307692,86.3914653846,140.02562531,201.952780769,153.999936725,193.395367246,134.912128205,92.8314478908,100.494758974,127.51292804
CH_2011,108.377372208,70.8714917582,68.0291054591,69.4160628205,75.1137270472,120.184794872,150.939503722,125.660683623,105.803860256,103.628064516,62.8512320513,108.335743176
CH_2012,76.858045002,44.1842984249,50.2527471127,67.9751790123,97.9852887296,126.383394239,93.9980489845,69.3270027877,78.7194045267,85.6963767423,75.2780415638,89.7710442055
AT_2008,136.034599707,146.43531348,300.098123167,420.764348485,421.999560117,494.648525758,426.27329912,295.344428152,239.090033333,189.908117302,175.935787879,185.518695015
AT_2009,132.683969208,140.704853896,302.16058651,434.840545455,426.498020528,493.151889394,445.174662757,295.57398827,246.035912121,193.157032258,177.433833333,184.765131965
AT_2010,154.584208211,151.039935065,222.416554252,199.707454545,313.632507331,499.24669697,322.018592375,374.138152493,295.109045455,185.123856305,184.648489394,215.642596774
AT_2011,287.603225806,188.168798701,171.856158358,186.820151515,208.72558651,283.389560606,281.25170088,268.480029326,207.888075758,237.820175953,133.74719697,157.302138668
AT_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK_2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK_2010,1.46719356452,1.23081562177,2.58629780599,1.56506161616,1.23111880091,1.18505508417,0.761483691756,1.23499812643,1.34266054889,1.5084888616,2.64754826599,2.10022476377
DK_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FI_2008,65.2445280765,64.366939123,64.8712226205,75.0763415638,97.0328952608,68.3907695473,60.678514536,61.5419673437,60.231382716,61.9011931004,87.3893835391,82.8342527877
FI_2009,69.4273994425,62.4660493827,55.055742732,49.4715884774,72.0144125846,47.0481728395,37.7136121067,36.8798964556,37.0392510288,34.778956591,35.0481193416,42.7815213063
FI_2010,61.6144677419,57.2656607143,52.4590967742,57.4336708333,119.812637097,79.3732970518,77.2835839236,81.7652102899,64.5521972046,83.8725403226,87.3643708333,69.7605927419
FI_2011,58.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FI_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_2009,82.38,52.84,69.16,80.14,185.6,128.6,118.74,90.48,91.94,64.54,89.08,108.42
SE_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE_2008,29.7617095049,17.4128803245,15.8860436433,8.68150000001,4.07432637571,4.64769580974,8.2827428519,21.3368808533,17.0312600806,21.486620816,19.7388399214,18.2300201613
IE_2009,9.62473548387,8.87271428571,4.25091612903,5.15340960573,26.033641792,10.9430321864,9.47461593305,12.8318424837,10.3731600575,7.39393945124,17.1661895785,18.6073672929
IE_2010,22.1896297738,13.9229280481,9.37946759464,15.9714787037,4.29159796894,2.72196168091,7.25298792456,3.56844938821,11.2979241379,7.90279175274,25.7324570824,11.8114468155
IE_2011,17.1686206524,24.1713384598,9.27868917845,7.55109470221,7.19533861777,5.6236021012,4.67958878913,3.81962235818,8.58901163343,16.6669779169,20.8215988943,30.1726547192
IE_2012,18.6943055385,13.778788451,6.57916163168,5.4132005698,4.80432600129,14.0439990271,10.2568311663,11.1712772264,6.90142839506,11.217841566,19.0655672588,19.3698990604
ME_2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME_2011,67.3666666667,56.9633333333,62.4333333333,62.4,73.8666666667,30.2666666667,17.1366666667,11.6833333333,11.6866666667,12.6766666667,10.1,89.2333333333
ME_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_2008,66.4304143921,97.9512466843,116.000521092,92.7262564103,56.9463275434,42.5117333333,34.3778387097,31.4199826303,30.637451282,42.1676848635,52.1081051282,63.6334416873
LT_2009,46.6148790323,59.0200297619,90.5665591398,87.92425,44.6198360215,45.6831333333,51.5868790323,37.8667526882,38.8688361111,62.3658521505,90.3552777778,78.4617183623
LT_2010,58.8256575682,49.5938736264,146.124962779,168.826487179,78.3701488834,72.8816153846,65.7835434243,56.7973101737,75.0293333333,61.1155831265,95.918923077,63.355235732
LT_2011,199.160513648,189.105744506,255.961960298,389.624351282,60.787325062,40.8259666667,43.3989032258,68.3973796526,46.2121076923,44.2984168735,40.8895358974,114.134109181
LT_2012,87.4189851117,54.5875596817,104.686401985,100.266987179,65.9924019851,46.3357461539,46.6642009926,39.2364044665,35.3693153846,56.5186401985,90.4143,81.4795632754
